ids,score
104728,0.3414
81534,0.0433
221807,0.0342
24045,0.5463
128929,0.2647
60368,0.7391
123917,0.0995
27027,0.4446
138012,0.4918
92993,0.2627
13858,0.5887
99340,0.3696
38345,0.3647
299389,0.016
83796,0.4631
154173,0.5472
28030,0.6281
65346,0.6543
176400,0.2001
171823,0.6282
243030,0.014
82804,0.4635
92047,0.2242
185206,0.1068
163149,0.0
206735,0.069
113861,0.1777
221886,0.1065
99428,0.5714
221381,0.009
155855,0.7499
252169,0.0256
192423,0.1272
99726,0.1195
258335,0.1766
146315,0.2939
54736,0.232
299566,0.0067
20974,0.4685
32489,0.4407
246585,0.1321
13919,0.5318
126899,0.573
232678,0.4847
129659,0.1047
35783,0.3237
136777,0.5476
85174,0.4714
152977,0.1477
157462,0.7137
79297,0.6063
37074,0.6236
50545,0.7466
199806,0.0121
105000,0.3336
41528,0.4768
207889,0.0791
93203,0.4997
150113,0.3875
36912,0.0004
281493,0.3827
268752,0.169
19692,0.6291
98856,0.7201
265497,0.102
62097,0.1272
67654,0.3904
8866,0.5319
286988,0.1722
72187,0.1968
19972,0.3612
20866,0.3158
28657,0.2672
162887,0.6127
131667,0.2872
123962,0.3612
262784,0.2095
4671,0.7468
17963,0.3074
69790,0.2609
257297,0.1654
239729,0.0036
197597,0.256
84735,0.2121
158714,0.1036
205022,0.1031
80829,0.3613
84930,0.0125
42669,0.3627
108621,0.0039
149585,0.3442
235412,0.4263
66427,0.5026
147975,0.3007
140425,0.3792
193981,0.0006
168986,0.788
300135,0.013
139307,0.3154
215025,0.1329
82307,0.4101
288293,0.0093
231214,0.3172
168842,0.3905
190536,0.0233
135165,0.3235
42238,0.3897
26505,0.3626
180513,0.2376
3510,0.2641
41491,0.1357
274219,0.0011
197751,0.2628
245991,0.0043
214992,0.0331
243012,0.1398
99734,0.1352
8312,0.3154
93476,0.5822
79159,0.378
219752,0.0611
270036,0.1353
100924,0.4917
99404,0.5251
177174,0.2746
162314,0.0091
251095,0.0468
177999,0.1575
20320,0.5797
14217,0.0714
303609,0.0717
49589,0.2218
76179,0.1551
227362,0.0613
242601,0.307
156088,0.8527
294296,0.0072
111060,0.0821
31740,0.5236
154496,0.8172
269413,0.0586
301532,0.1103
61019,0.6216
175627,0.0372
255636,0.2348
183231,0.3072
206187,0.0392
155769,0.8114
256274,0.0893
233180,0.1
60071,0.0221
231270,0.1806
87713,0.2525
253382,0.0
287636,0.0385
116937,0.3437
144843,0.274
82885,0.4809
99995,0.2756
162649,0.4663
192282,0.1637
2656,0.3849
33178,0.5886
62184,0.3506
256263,0.1015
266599,0.0325
2936,0.0019
80531,0.3233
107128,0.2236
291912,0.0821
201079,0.1002
70250,0.2412
297687,0.0051
116960,0.2191
32525,0.2248
215769,0.1213
230787,0.0372
188706,0.1175
43465,0.1448
53734,0.5286
56920,0.0025
6041,0.891
259293,0.0004
172420,0.4922
269498,0.1008
100141,0.384
182873,0.1437
3806,0.3471
129181,0.3136
22463,0.268
163608,0.2853
102039,0.0819
158882,0.1002
231731,0.4116
261387,0.1539
153955,0.4167
99319,0.1908
238638,0.4042
66241,0.4474
126583,0.2583
226719,0.0085
128065,0.0852
241260,0.0908
282259,0.1246
11949,0.3188
81318,0.2231
296086,0.0121
207365,0.0023
305137,0.1201
109523,0.5305
91058,0.3813
78848,0.4583
257608,0.2114
90343,0.2935
72427,0.8429
824,0.6084
76056,0.4515
224337,0.158
285176,0.0512
52385,0.6365
136815,0.1563
140016,0.4396
286915,0.0187
171081,0.5603
930,0.6252
100315,0.1046
19038,0.2027
145123,0.0295
119308,0.3427
45123,0.8225
129820,0.39
132004,0.4667
188267,0.1337
111270,0.2241
273422,0.042
256566,0.0836
179465,0.0
262320,0.0147
196797,0.1202
251241,0.1486
34110,0.4344
172144,0.6959
121892,0.3141
136848,0.3188
135122,0.1916
218509,0.0294
245237,0.4806
247715,0.1047
167006,0.8038
218486,0.0341
253037,0.3772
78982,0.2468
167632,0.882
89024,0.3303
137673,0.1429
272966,0.0391
177464,0.0032
2194,0.6858
67454,0.2221
286604,0.0004
234170,0.1241
7282,0.4723
67302,0.4645
113773,0.1031
248509,0.2664
78723,0.1667
111124,0.0092
305387,0.2336
142880,0.2257
108314,0.1017
163056,0.0001
156631,0.5937
29128,0.2816
143382,0.413
94488,0.1599
244877,0.11
197782,0.0201
117405,0.0018
109509,0.1081
169831,0.6894
122917,0.4009
22652,0.7497
77579,0.3106
186507,0.2489
7817,0.2283
198765,0.0308
264719,0.1269
63796,0.1321
184965,0.2051
217044,0.0003
237877,0.1566
76853,0.3628
12560,0.1913
247160,0.15
10396,0.3808
146108,0.3461
178542,0.0593
226174,0.1775
69148,0.7661
24417,0.3761
70775,0.6294
213599,0.1185
158542,0.2818
189656,0.2283
269166,0.0204
195058,0.1079
215518,0.356
210873,0.0648
165803,0.6335
46306,0.406
39608,0.6692
197896,0.259
41164,0.4513
129911,0.1932
151600,0.3918
198251,0.0935
69291,0.1848
172691,0.6078
35215,0.4863
33430,0.2145
265602,0.0651
111334,0.1927
147841,0.1677
221939,0.1114
12925,0.3918
273096,0.435
43074,0.6616
305189,0.0024
230100,0.0028
149977,0.269
126800,0.1936
269970,0.0652
244355,0.0169
18059,0.6931
173347,0.0199
114104,0.465
295702,0.1961
298937,0.0181
287539,0.0722
38845,0.4291
224748,0.0943
8823,0.4918
187640,0.226
216401,0.2153
175243,0.1784
117468,0.2007
274224,0.3244
77082,0.2539
124569,0.27
250759,0.0642
195886,0.0174
280682,0.0006
5034,0.6845
130971,0.1939
181830,0.0578
152538,0.1972
66715,0.6888
92892,0.3198
76040,0.6472
51861,0.4438
134857,0.4814
24949,0.5796
106384,0.4272
214867,0.0444
121367,0.5065
182874,0.2519
217372,0.0948
98725,0.225
17960,0.0
22852,0.2552
151341,0.256
267332,0.0711
39901,0.2145
126487,0.3681
49125,0.7385
137089,0.4272
178590,0.0113
155863,0.75
161054,0.4897
178556,0.137
169181,0.5972
109653,0.4506
188423,0.1942
260436,0.1686
49750,0.2195
35982,0.1712
145658,0.2095
16585,0.3571
271138,0.153
295474,0.0155
35909,0.2158
148187,0.3104
163079,0.0232
14717,0.503
124626,0.4852
54601,0.371
163820,0.3226
96421,0.4192
293800,0.0065
41499,0.606
266996,0.1065
233605,0.0778
226456,0.0039
42925,0.6857
64358,0.6136
20203,0.378
144539,0.269
123420,0.3974
42594,0.5161
253322,0.0936
55543,0.6201
209295,0.016
155948,0.7967
48057,0.4212
248912,0.1457
181186,0.1732
276694,0.0917
29498,0.4364
33915,0.4882
63965,0.6936
261448,0.2403
294338,0.0
15631,0.7062
292104,0.0108
281543,0.1135
159318,0.4876
237811,0.0
23872,0.6829
19190,0.5172
80792,0.2966
60666,0.5956
25071,0.7306
78996,0.345
33035,0.7368
298798,0.1486
211363,0.0607
111345,0.3808
143637,0.2176
195738,0.3326
70846,0.7814
293430,0.015
122829,0.4635
162363,0.0638
211719,0.0688
200243,0.1293
74691,0.2358
158632,0.4081
122467,0.4668
37995,0.5623
208097,0.2603
202996,0.2836
161066,0.7117
167371,0.7093
197558,0.0744
52870,0.1935
249312,0.0846
239432,0.1734
225399,0.1302
160700,0.5472
75252,0.2328
62767,0.4862
10337,0.241
212912,0.1218
289501,0.117
118971,0.2864
133610,0.2475
88100,0.544
950,0.3844
140642,0.4924
108418,0.2552
8114,0.1991
151226,0.3119
86429,0.3533
214192,0.0907
6512,0.1068
157908,0.2525
244171,0.2425
190956,0.092
159800,0.4878
181703,0.4668
1425,0.7429
115396,0.5318
36566,0.5951
259676,0.3388
195261,0.0772
164777,0.8181
263135,0.0307
181054,0.0308
239705,0.1968
176425,0.35
143572,0.0475
277415,0.1576
207472,0.1393
284633,0.1272
305796,0.0996
131423,0.4479
38264,0.69
52076,0.3808
145058,0.1933
92921,0.6041
115749,0.5645
122122,0.3371
181214,0.0293
149911,0.5581
187540,0.1477
114280,0.4563
237353,0.0018
73246,0.199
64824,0.2096
123435,0.2571
80690,0.597
205208,0.082
57335,0.295
40689,0.323
71306,0.4247
2956,0.6352
208882,0.0125
216162,0.0096
109527,0.3845
72641,0.2657
132746,0.3043
43283,0.2519
191903,0.1335
7377,0.6915
182658,0.2217
283094,0.0061
14401,0.0334
111210,0.4903
137650,0.4616
90483,0.2002
117472,0.5313
107345,0.0507
118763,0.4434
303814,0.2687
132258,0.3731
192932,0.102
197861,0.1987
98680,0.2732
241722,0.1783
76116,0.355
116939,0.2205
138001,0.27
224989,0.1741
238668,0.0425
199087,0.0729
116173,0.2318
97243,0.2273
23731,0.3186
285091,0.0003
240951,0.0004
156627,0.3733
209263,0.1521
187144,0.1678
10665,0.3001
109611,0.4624
280894,0.0346
187133,0.124
215629,0.1207
139635,0.1065
263195,0.0902
157040,0.3935
225062,0.0814
125769,0.3979
28809,0.1576
17488,0.5006
28800,0.627
56624,0.5271
220766,0.0775
90917,0.3099
66391,0.5409
305088,0.0727
277636,0.2415
298543,0.1267
92683,0.4082
262021,0.4086
178324,0.2816
89508,0.4336
275842,0.1414
227293,0.029
74631,0.2703
10506,0.3609
300019,0.0926
229756,0.6524
183776,0.2078
131710,0.4247
44449,0.8254
2580,0.4388
142386,0.1859
125272,0.3597
197904,0.0972
87228,0.0182
176291,0.3906
49307,0.1076
7512,0.742
91325,0.2781
87247,0.3952
158540,0.8172
287119,0.1654
213019,0.1676
11203,0.3557
295367,0.3543
59788,0.5017
231273,0.0648
83078,0.3934
203962,0.1723
96869,0.221
47711,0.5925
170697,0.7238
208788,0.0565
16279,0.7767
140801,0.1808
150539,0.2994
125028,0.424
281657,0.1346
284935,0.0236
205260,0.0097
139324,0.2174
150239,0.2259
93852,0.5242
193184,0.1763
150072,0.0006
54885,0.7093
5190,0.1508
190857,0.015
254833,0.0577
167438,0.8897
144367,0.4056
222304,0.0387
137128,0.4011
127273,0.5151
137956,0.414
255851,0.175
119620,0.0153
292544,0.4924
74610,0.2848
241824,0.0638
74286,0.2964
186712,0.0786
250183,0.1389
171129,0.8976
17021,0.63
109460,0.0039
303436,0.0551
215272,0.1394
111261,0.4887
20369,0.4074
266518,0.0088
200201,0.0877
136936,0.6063
207210,0.1663
160402,0.0164
64943,0.2228
274865,0.1052
75112,0.526
129288,0.5191
278900,0.3385
78063,0.4081
207553,0.1209
278355,0.0804
141504,0.2059
267765,0.0951
208734,0.1185
227449,0.0716
60558,0.5598
182353,0.1703
40489,0.3904
269313,0.1935
270646,0.1637
174248,0.0628
243798,0.1956
116796,0.2761
31657,0.0018
280082,0.1104
261979,0.0198
284270,0.1289
35580,0.4069
68695,0.559
13950,0.2519
136059,0.4588
152238,0.2858
281811,0.1345
246933,0.0113
230631,0.0837
160162,0.5567
91379,0.4684
10744,0.2769
12064,0.3304
266488,0.0634
204282,0.0672
288793,0.1025
77977,0.0935
89161,0.2851
89974,0.4006
212299,0.0276
245971,0.099
103944,0.4435
170858,0.6229
190203,0.3072
194955,0.0935
281936,0.1307
50068,0.6524
169848,0.3875
184597,0.0648
247356,0.2872
278502,0.0754
294936,0.0609
171969,0.4585
86212,0.5495
175063,0.1505
27836,0.474
56974,0.0292
159866,0.5618
182709,0.2095
265397,0.1188
288472,0.0265
58188,0.6946
166534,0.7237
133372,0.3417
164720,0.1906
122936,0.0006
122655,0.0619
232787,0.0045
169045,0.8574
32168,0.7206
279904,0.1994
228095,0.0702
242411,0.3957
60230,0.7432
235635,0.0811
280392,0.1025
284098,0.1703
55663,0.6239
172424,0.5993
146768,0.0045
290983,0.0035
261522,0.2484
273184,0.1351
92056,0.434
206670,0.2737
199158,0.0849
79462,0.2594
179790,0.3154
193551,0.0542
220260,0.1316
234175,0.083
191399,0.0288
104685,0.3072
87460,0.0511
167510,0.7251
249231,0.1908
22414,0.338
161798,0.4018
293614,0.3021
116431,0.1847
226599,0.1927
489,0.1633
145231,0.6852
184762,0.0025
133048,0.3789
6991,0.7397
252341,0.0547
139506,0.4443
303401,0.3639
53030,0.435
222012,0.064
225878,0.3471
7124,0.0286
66750,0.8385
50375,0.455
200657,0.1092
284222,0.0613
99098,0.2314
73356,0.6638
100089,0.5236
223477,0.1513
86216,0.3202
261529,0.2254
204696,0.0819
148976,0.199
88576,0.2725
155604,0.7997
205925,0.005
295362,0.1497
188086,0.141
245893,0.081
209859,0.049
63377,0.5368
104427,0.4878
286054,0.0257
171635,0.8879
206470,0.3966
38967,0.1972
36651,0.4714
239703,0.0018
99663,0.5685
173771,0.0563
196701,0.0179
781,0.5279
64537,0.5661
166243,0.8306
37692,0.504
215719,0.0393
240645,0.2721
263696,0.1287
123562,0.2591
149985,0.1968
19599,0.5488
172733,0.5373
19544,0.6487
116160,0.4146
47141,0.6852
170296,0.8937
116222,0.1674
87834,0.2168
293263,0.1082
84271,0.5466
101601,0.4111
227533,0.1589
110601,0.5188
301963,0.0298
20699,0.4613
174079,0.1337
87963,0.3151
127477,0.4709
8571,0.3246
102286,0.4008
119115,0.4678
158690,0.104
303442,0.4145
287758,0.0461
19077,0.1173
2748,0.0
16824,0.6477
72435,0.3876
235065,0.1314
294867,0.2022
89181,0.1177
105936,0.3173
288812,0.4708
277614,0.3838
173372,0.7398
57518,0.4726
113984,0.4118
133808,0.1351
183016,0.1924
101258,0.2672
169687,0.788
43483,0.435
64831,0.0929
111685,0.0146
85134,0.3545
222189,0.1381
136671,0.0276
114341,0.1215
170523,0.6493
83891,0.6744
213050,0.3533
141554,0.4739
221717,0.1468
132999,0.5195
62583,0.3657
199686,0.115
247083,0.2153
293957,0.0223
210433,0.1056
60516,0.4764
29685,0.3958
96362,0.1876
212311,0.0001
209816,0.0154
270205,0.4522
230259,0.0114
45198,0.6101
71449,0.336
28707,0.4436
256155,0.0995
79973,0.4204
87095,0.3691
235497,0.0742
240600,0.0698
52843,0.244
255800,0.0514
284015,0.1379
87977,0.5634
190144,0.1815
148095,0.3116
212107,0.4712
235004,0.1988
201809,0.0028
217348,0.0787
2640,0.6249
220567,0.1269
159071,0.2512
280261,0.0598
27946,0.131
248252,0.0742
250710,0.1584
217019,0.0607
3523,0.0761
158831,0.0072
15013,0.612
261193,0.3957
138770,0.2861
178631,0.173
256869,0.0165
274893,0.1101
128840,0.2339
101211,0.2239
187544,0.0269
121639,0.4512
37023,0.5338
273353,0.1005
121170,0.372
80294,0.338
292790,0.3489
68003,0.2475
246641,0.0763
136930,0.4296
185647,0.0208
273505,0.2212
294905,0.1866
224418,0.0713
287615,0.0904
285029,0.4009
127026,0.4495
14732,0.7571
53704,0.7657
103401,0.3673
129188,0.4756
128653,0.3166
163064,0.581
166567,0.7604
52234,0.1611
58532,0.5575
108546,0.3454
88103,0.2994
258099,0.2568
248981,0.0898
184474,0.3844
157035,0.4432
163367,0.4015
218321,0.0212
278603,0.0049
20071,0.3774
55854,0.3647
36024,0.4917
20964,0.5598
64276,0.174
14485,0.5804
101756,0.2061
27862,0.4595
258940,0.0351
261631,0.0048
271326,0.0389
173383,0.7299
43254,0.0105
109741,0.3334
186495,0.1469
235512,0.0967
146324,0.3128
304009,0.0233
285197,0.122
80059,0.6431
176220,0.0693
266461,0.1008
241647,0.01
36215,0.3201
65619,0.6823
269016,0.1072
40550,0.1541
30862,0.7655
7259,0.0041
15451,0.6416
81510,0.5368
28457,0.2032
235862,0.456
205538,0.0346
225901,0.0995
98002,0.6844
147196,0.4112
157314,0.4628
66368,0.2147
44242,0.2672
139945,0.476
231209,0.0991
162385,0.5138
258166,0.0995
172495,0.6704
102089,0.5024
86173,0.6822
29474,0.0874
136361,0.5598
99570,0.4986
101720,0.1507
42116,0.6437
149169,0.1659
211221,0.175
80043,0.3384
170398,0.4922
198990,0.0612
348,0.5613
54658,0.5975
264127,0.0024
12199,0.2257
166754,0.0519
251251,0.0532
216945,0.3957
273226,0.1381
183510,0.1275
5500,0.0811
87992,0.3633
230067,0.1077
305389,0.1846
186005,0.0377
272656,0.1293
92274,0.2721
68868,0.4852
269381,0.2594
188667,0.5437
81198,0.4796
49280,0.6836
161760,0.5495
302478,0.0704
302873,0.1025
93797,0.5545
258111,0.0386
250009,0.1099
39485,0.5093
282050,0.3382
102103,0.0028
88923,0.4762
105439,0.619
282286,0.0708
97682,0.4694
37588,0.0275
52001,0.6183
167907,0.2088
15517,0.7949
34766,0.1788
263185,0.1127
40620,0.5148
198480,0.029
2068,0.6027
254440,0.0152
121147,0.5168
87826,0.4332
131316,0.0383
7850,0.0688
267529,0.1804
268514,0.1157
102821,0.3309
153140,0.2174
30687,0.6117
55800,0.6016
207515,0.089
187255,0.0998
226676,0.3402
140553,0.5195
132377,0.5122
15861,0.4668
213235,0.1094
287816,0.1293
278486,0.4319
198485,0.0164
220425,0.162
200413,0.1911
230417,0.0648
114225,0.1972
46785,0.4758
121312,0.1728
70576,0.1876
289507,0.1859
133476,0.442
14675,0.1043
259494,0.1784
168478,0.6436
136398,0.4014
224986,0.0014
181476,0.4074
25158,0.4607
97076,0.3235
135214,0.4407
5400,0.3515
236015,0.1521
73947,0.7534
144350,0.3427
272630,0.1116
33713,0.4102
160450,0.4271
192584,0.0211
71905,0.0307
138883,0.5219
211218,0.1487
92086,0.495
1687,0.545
25118,0.5963
80949,0.2973
214146,0.6085
13948,0.1329
182178,0.1559
230487,0.0556
138688,0.1703
66827,0.423
113601,0.3588
12691,0.4698
253276,0.2526
187714,0.0307
239854,0.2023
12831,0.6131
104083,0.2037
141839,0.1353
225435,0.269
227199,0.2183
116568,0.4574
91574,0.4306
305276,0.0004
44444,0.7091
102583,0.4679
28752,0.4532
19230,0.4999
99562,0.1153
74048,0.2588
26726,0.5216
260955,0.1576
220764,0.0001
39240,0.6361
298285,0.0002
179550,0.0824
150067,0.3618
247196,0.0922
228786,0.0462
116671,0.6329
216953,0.0
239389,0.139
31512,0.3961
102437,0.5354
239395,0.0733
289526,0.1109
70702,0.5309
223301,0.0257
104743,0.5116
279782,0.0146
184812,0.2122
156239,0.6184
196984,0.0145
141266,0.4245
54368,0.8112
109064,0.5301
53692,0.4903
37544,0.3604
148433,0.2894
22625,0.0027
25760,0.2799
157890,0.4935
279333,0.0
137192,0.1649
131123,0.3647
41924,0.4613
89488,0.5108
81161,0.0006
169059,0.6202
24452,0.4059
49577,0.7037
195007,0.0045
122243,0.366
148857,0.4327
171538,0.7075
281881,0.0035
243704,0.1156
130198,0.384
112259,0.1863
168568,0.8242
153115,0.2475
244345,0.0249
207099,0.1034
118,0.2579
37418,0.609
137486,0.5988
153247,0.4197
264797,0.1043
13586,0.6132
274467,0.244
303617,0.1496
112408,0.5975
64116,0.4634
4893,0.3075
25122,0.4191
283070,0.0226
98931,0.2117
50238,0.567
184983,0.2234
176895,0.0904
41313,0.4323
141643,0.0914
27563,0.0146
76531,0.4594
38739,0.1946
254346,0.0941
137858,0.0307
90357,0.3489
246525,0.1098
175339,0.4504
61802,0.6986
203524,0.0039
420,0.2463
250483,0.0756
1043,0.428
292500,0.1413
156599,0.722
161721,0.3629
298130,0.004
194122,0.0867
63910,0.6998
17024,0.4595
295168,0.0882
294315,0.1437
156245,0.476
199323,0.2495
14464,0.428
37822,0.4056
237166,0.1675
18347,0.6385
45541,0.7027
8457,0.5561
192553,0.5535
110396,0.3585
121051,0.3227
196584,0.0444
144935,0.0594
7024,0.5568
54423,0.3547
120458,0.1233
51703,0.3515
303308,0.8975
156968,0.6949
112082,0.0595
90489,0.1807
211957,0.0546
305777,0.1641
146004,0.369
264676,0.0685
223821,0.0
85613,0.6753
38029,0.8588
40370,0.6082
201804,0.0293
169749,0.6274
247145,0.0802
147245,0.3998
130175,0.6852
152469,0.4003
140881,0.6723
74802,0.6654
298966,0.0232
31892,0.673
51351,0.3086
95943,0.3659
59601,0.4676
119884,0.4241
94793,0.134
84098,0.3645
166304,0.7591
191471,0.0826
185613,0.139
113117,0.0661
193620,0.1072
174081,0.0496
135417,0.4305
176318,0.0
23456,0.8089
125421,0.232
181378,0.1382
156836,0.8376
11864,0.3062
215678,0.1834
36500,0.5576
170661,0.4051
121258,0.1715
295114,0.366
135690,0.5115
123143,0.0187
5453,0.3931
194073,0.1839
264015,0.0265
275989,0.0497
221030,0.009
150773,0.2502
274636,0.077
72245,0.0852
86965,0.2133
272667,0.2108
297479,0.1173
51007,0.2545
121706,0.6144
174606,0.1395
90155,0.1201
165672,0.5478
269821,0.0598
163822,0.4973
137458,0.245
109938,0.4918
299399,0.2121
120230,0.4282
181282,0.1822
166999,0.7906
66021,0.6983
100592,0.5785
95215,0.0602
269316,0.1753
100979,0.6067
54425,0.7221
242503,0.0158
230223,0.1915
254493,0.0418
157239,0.2922
79692,0.1272
20588,0.51
262006,0.0577
39738,0.3106
65992,0.1363
4776,0.4757
221588,0.4942
176639,0.212
304400,0.0768
188300,0.5002
101334,0.3961
249669,0.1051
88928,0.3203
198542,0.0004
186484,0.0062
164162,0.6917
135439,0.4196
10313,0.2444
49043,0.4519
140158,0.2669
276304,0.2218
199288,0.1677
89639,0.1852
227962,0.0004
10883,0.7751
140610,0.1988
12016,0.6078
107974,0.2787
49022,0.27
52126,0.4879
199535,0.2159
122223,0.3736
191750,0.1025
196200,0.0491
298338,0.0788
212475,0.1292
121194,0.3958
31018,0.4538
297803,0.0384
81565,0.623
49617,0.331
143714,0.0431
127709,0.2368
184587,0.0923
149347,0.3974
130690,0.3134
178601,0.0096
4014,0.0243
283692,0.0704
212616,0.1606
39737,0.1448
124708,0.2047
84916,0.4122
209671,0.1213
274929,0.2174
294573,0.0659
38836,0.464
132101,0.1193
60464,0.5566
184607,0.231
135332,0.1965
281554,0.0218
171548,0.7911
194388,0.0393
109001,0.3961
114972,0.5362
154032,0.4917
196288,0.0243
88875,0.2925
104401,0.5714
273170,0.1324
2192,0.3438
60839,0.2102
285597,0.0837
103437,0.3126
167062,0.8043
101174,0.4235
7150,0.5462
126772,0.2425
79866,0.3958
124000,0.4051
85514,0.5185
304501,0.1685
177289,0.0221
279071,0.0226
244812,0.0753
65657,0.4971
179594,0.1569
227597,0.0857
2226,0.0051
263300,0.1593
15145,0.4895
165698,0.7077
290388,0.0231
179503,0.2164
274244,0.1473
248740,0.0211
35891,0.6106
241330,0.1333
62376,0.129
207426,0.0716
44012,0.2747
17691,0.4614
131826,0.2671
176047,0.0471
156282,0.7279
90188,0.2145
147500,0.116
150182,0.1633
141134,0.2107
87508,0.6536
90238,0.4404
202265,0.2037
187470,0.1486
150563,0.3352
124195,0.3964
95156,0.5213
200520,0.3495
11475,0.0191
206258,0.0011
232913,0.1246
257665,0.1176
85955,0.6227
66582,0.6905
150602,0.2583
239742,0.2176
236718,0.0233
226462,0.0002
149026,0.0611
72706,0.5187
120242,0.464
219173,0.015
181657,0.0252
24778,0.5223
147406,0.4893
74382,0.1221
124100,0.0761
139346,0.2412
304615,0.0867
281013,0.0006
102928,0.1218
164184,0.8885
158383,0.4931
227357,0.2354
104876,0.5168
121481,0.3483
67764,0.7832
49887,0.6786
181302,0.0776
137707,0.1422
298186,0.1992
148051,0.4878
155880,0.5409
265179,0.1052
288889,0.0444
67281,0.3166
122027,0.0051
95873,0.3102
237891,0.0155
113886,0.43
150218,0.2358
5949,0.2007
21095,0.5262
232393,0.4396
61416,0.6678
280692,0.0001
235709,0.0474
220416,0.0836
79299,0.1603
100459,0.5062
173149,0.7563
34584,0.4924
154750,0.6748
252897,0.1165
279956,0.1533
64038,0.7094
264090,0.207
120472,0.0545
41643,0.567
205143,0.1172
252610,0.0821
145165,0.2718
90937,0.4129
168748,0.781
228200,0.1419
119864,0.4477
269133,0.0786
243848,0.2873
15243,0.7374
277360,0.0061
257673,0.2659
222005,0.4764
266703,0.0199
281884,0.146
93705,0.4732
9758,0.5083
179842,0.1858
235450,0.1738
157907,0.3407
89121,0.1783
68898,0.1288
28931,0.0006
147957,0.2854
183450,0.0835
83948,0.5134
195605,0.0413
199543,0.2231
64567,0.1134
162179,0.3879
152069,0.5841
304074,0.5634
113496,0.2961
201783,0.143
77725,0.2829
277857,0.0249
17422,0.708
278337,0.1563
266221,0.1034
2743,0.5634
70813,0.1466
203002,0.0571
180062,0.0006
142964,0.6385
220781,0.3801
93235,0.2569
292593,0.0577
241036,0.3433
234136,0.0997
90826,0.1746
177720,0.1193
26386,0.4489
115779,0.5674
274856,0.4002
263428,0.175
152544,0.1776
61210,0.6601
260276,0.1932
151030,0.4474
179017,0.3957
56446,0.188
166626,0.7771
147839,0.2304
86415,0.1395
280810,0.159
213838,0.294
21959,0.4855
60486,0.4182
23498,0.114
139038,0.1083
117096,0.2422
166618,0.6613
238348,0.032
74505,0.1837
213629,0.1127
129362,0.119
91619,0.3414
158953,0.0099
171387,0.5674
170438,0.9229
121988,0.4882
15942,0.4088
185632,0.0881
171415,0.2991
260762,0.176
80671,0.379
23705,0.1883
21253,0.4887
29189,0.6591
266529,0.0965
162074,0.4963
291791,0.3838
202713,0.3547
62148,0.6314
124682,0.6088
76739,0.4949
30237,0.5606
74039,0.5337
263202,0.5553
140934,0.1177
42271,0.3229
281549,0.672
118869,0.1454
247931,0.3106
239765,0.0199
214575,0.4842
23868,0.0893
286025,0.114
45357,0.2982
241758,0.0479
3981,0.0099
133864,0.0702
239313,0.2061
94217,0.225
185539,0.1919
275800,0.0811
286250,0.0431
111143,0.5963
114106,0.3758
189406,0.3235
284234,0.0169
239834,0.504
119492,0.101
301827,0.0754
160301,0.3985
54700,0.0373
295466,0.3783
2313,0.5349
107243,0.3098
110537,0.3767
66297,0.3296
228118,0.126
30797,0.0106
152179,0.4598
17707,0.2631
156184,0.668
244963,0.1109
110156,0.0286
248562,0.076
72954,0.0765
65070,0.5908
225192,0.168
69985,0.2676
68051,0.3657
236916,0.2546
14016,0.5769
93262,0.2572
242184,0.0786
165585,0.1341
229319,0.218
169205,0.6265
13887,0.4772
198076,0.1771
75977,0.2964
199157,0.1269
271247,0.2946
45260,0.5141
72731,0.4686
150102,0.5908
245636,0.1283
69231,0.5117
15116,0.2941
69470,0.2672
48404,0.3533
171048,0.2217
18444,0.457
23613,0.0287
102613,0.5344
119309,0.4714
173070,0.7594
305734,0.5814
47486,0.4173
181578,0.0004
184187,0.1169
84723,0.4634
136836,0.0012
193180,0.1048
267551,0.0106
296122,0.0745
239599,0.1337
82879,0.2126
174356,0.0483
59518,0.4876
82765,0.3415
82798,0.4974
11958,0.1285
96760,0.1111
158096,0.5311
60957,0.7349
231715,0.191
239589,0.085
96755,0.1925
177041,0.022
137671,0.3036
161381,0.6404
9287,0.4134
219597,0.186
39393,0.1636
95583,0.4623
99190,0.0569
172357,0.8595
49927,0.5924
113293,0.351
74197,0.5028
107809,0.4917
174834,0.2769
64888,0.2533
261914,0.2736
28529,0.4099
218320,0.1363
297729,0.1086
144095,0.4408
208718,0.0025
265511,0.0998
212755,0.0634
79772,0.3868
130330,0.2539
223846,0.0669
167983,0.8093
65734,0.0929
117132,0.6589
165185,0.5927
274764,0.0913
193024,0.0254
105872,0.3022
34576,0.3801
74589,0.3016
288996,0.4686
206493,0.1979
99179,0.5527
55527,0.4468
277817,0.008
108990,0.4811
171267,0.7808
145957,0.0392
270266,0.0249
99551,0.2087
126418,0.3792
210369,0.2298
157010,0.4247
57237,0.6696
225770,0.1337
154964,0.6857
183509,0.0333
236273,0.0634
15957,0.2409
13083,0.0798
216784,0.0704
150176,0.425
31403,0.5733
217701,0.5412
2954,0.2343
182834,0.0765
80394,0.1326
122865,0.2128
286771,0.1682
234196,0.0754
71878,0.6935
194679,0.1058
58269,0.5357
102850,0.4408
134375,0.2832
17831,0.1316
300820,0.3194
63426,0.5189
223541,0.0698
12068,0.3998
189324,0.0693
138758,0.3437
207629,0.2484
154574,0.5622
224001,0.1302
65049,0.5675
84349,0.3822
89571,0.0023
27624,0.105
190648,0.0187
232679,0.0501
73698,0.5902
294963,0.2159
